date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair,played,pa_actual,hr_actual,hr_yes,graded_at
2026-08-12,823994,694497,Evan Carter,Texas Rangers,Los Angeles Angels,0,George Klassen,691946,R,8,338,3.3,0.86,1.03,,0.97,1.02,1.0,,,,8.5,620,500,525,+1076,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,681082,Bryson Stott,Philadelphia Phillies,St. Louis Cardinals,0,Kyle Leahy,681517,R,8,449,3.9,0.71,0.95,,0.94,0.94,1.22,,WIND 11 OUT,,8.4,700,,750,+1090,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824883,666182,Bo Bichette,New York Mets,Atlanta Braves,0,Tyler Mahle,641816,R,11,520,4.3,0.78,0.81,,1.02,1.02,1.0,,,,8.4,700,600,625,+1090,1,4,1,1,2026-08-13T05:31:35Z
2026-08-12,822698,699393,Pedro Ramírez,Chicago Cubs,Washington Nationals,0,Jackson Kent,800600,L,2,124,3.2,0.82,1.06,,1.0,1.0,1.0,,,,8.3,,,,+1105,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,696285,Jacob Young,Washington Nationals,Chicago Cubs,1,David Peterson,656849,L,10,359,3.4,0.94,0.95,,0.92,1.0,1.0,,,,8.3,1100,1150,950,+1105,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,642201,Eli White,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,5,156,3.2,1.02,0.93,,0.91,1.01,1.0,,,,8.3,,,,+1105,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823916,663656,Kyle Tucker,Los Angeles Dodgers,Kansas City Royals,1,Daniel Lynch IV,663738,L,11,464,4.1,0.84,0.86,,0.86,1.1,1.0,,,,8.3,513,425,475,+1105,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,553869,Elias Díaz,Texas Rangers,Los Angeles Angels,0,George Klassen,691946,R,5,150,3.2,1.04,0.85,,0.97,1.02,1.0,,,,8.3,900,600,700,+1105,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,825047,663457,Lars Nootbaar,Arizona Diamondbacks,Colorado Rockies,1,Ryan Feltner,663372,R,3,211,3.8,0.73,0.83,,1.19,1.01,1.0,,ROOF,,8.2,700,650,625,+1120,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,663330,Jahmai Jones,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,4,128,3.2,1.01,0.93,,0.91,1.01,1.0,,,,8.2,,,,+1120,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,672386,Alejandro Kirk,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,4,174,3.8,0.89,0.94,,0.86,1.01,1.0,,,,8.1,770,650,700,+1135,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,676391,Ernie Clement,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,9,476,4.0,0.73,1.08,,0.86,1.01,1.0,,,,8.1,1000,900,950,+1135,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823916,679845,Nick Loftin,Kansas City Royals,Los Angeles Dodgers,0,Eric Lauer,641778,L,5,292,3.5,0.74,0.81,,1.19,1.1,1.0,,,,8.1,600,475,525,+1135,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,666126,Carlos Cortes,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,7,272,3.2,0.91,0.99,,0.94,1.0,1.0,,,,8.0,620,650,575,+1150,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,665923,Esteury Ruiz,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,6,157,3.2,1.11,0.94,,0.88,0.92,1.0,,,,8.0,1080,1000,950,+1150,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,694384,Nolan Schanuel,Los Angeles Angels,Texas Rangers,1,Cal Quantrill,615698,R,7,417,4.2,0.7,0.89,,1.02,1.02,1.0,,,,8.0,850,600,750,+1150,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,665877,José Fermín,St. Louis Cardinals,Philadelphia Phillies,1,Zack Wheeler,554430,R,5,252,3.2,0.81,0.88,,1.02,0.94,1.22,,WIND 11 OUT,,7.9,1600,,1300,+1166,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,678011,Anthony Seigler,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,3,154,3.8,0.84,0.91,,0.91,1.01,1.0,,,,7.9,,,,+1166,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824883,642086,Dominic Smith,Atlanta Braves,New York Mets,1,Zac Thornton,804267,L,8,274,3.2,0.98,0.89,,0.93,1.02,1.0,,,,7.9,,,,+1166,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,690993,Colt Keith,Detroit Tigers,Cleveland Guardians,1,Foster Griffin,656492,L,8,343,3.2,0.85,0.93,,1.09,0.95,1.0,,,,7.8,,,,+1182,1,1,0,0,2026-08-13T05:31:35Z
2026-08-12,825047,814439,Ryan Waldschmidt,Arizona Diamondbacks,Colorado Rockies,1,Ryan Feltner,663372,R,2,197,3.6,0.67,0.89,,1.19,1.01,1.0,,ROOF,,7.7,1020,1000,950,+1199,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,669003,Garrett Mitchell,Milwaukee Brewers,San Diego Padres,0,Robbie Ray,592662,L,8,403,3.7,0.77,0.8,,0.99,0.98,1.18,,WIND 9 OUT,,7.7,,,,+1199,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,680700,Richie Palacios,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,5,285,3.2,0.75,0.95,,1.12,1.0,1.0,,,,7.6,860,600,750,+1216,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,825047,545121,Ildemaro Vargas,Arizona Diamondbacks,Colorado Rockies,1,Ryan Feltner,663372,R,7,365,3.5,0.76,0.8,,1.19,1.01,1.0,,ROOF,,7.6,,,,+1216,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,660821,Jesús Sánchez,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,8,258,3.2,1.01,0.91,,0.86,1.01,1.0,,,,7.6,,,,+1216,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,663743,Nick Fortes,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,4,268,3.2,0.71,1.0,,1.12,1.0,1.0,,,,7.5,,,,+1233,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,671732,Lawrence Butler,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,8,359,3.2,0.83,1.02,,0.94,1.0,1.0,,,,7.5,545,475,500,+1233,1,4,1,1,2026-08-13T05:31:35Z
2026-08-12,825047,678489,Jorge Barrosa,Arizona Diamondbacks,Colorado Rockies,1,Ryan Feltner,663372,R,2,150,3.2,0.76,0.86,,1.19,1.01,1.0,,ROOF,,7.5,,,,+1233,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,683953,Travis Bazzana,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,9,375,4.3,0.86,0.8,,0.89,0.95,1.0,,,,7.5,1120,,950,+1233,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824883,573262,Mike Yastrzemski,Atlanta Braves,New York Mets,1,Zac Thornton,804267,L,8,303,3.2,0.92,0.9,,0.93,1.02,1.0,,,,7.5,,,,+1233,1,2,1,1,2026-08-13T05:31:35Z
2026-08-12,823916,516782,Starling Marte,Kansas City Royals,Los Angeles Dodgers,0,Eric Lauer,641778,L,2,162,3.2,0.73,0.82,,1.19,1.1,1.0,,,,7.5,610,675,575,+1233,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,663538,Nico Hoerner,Chicago Cubs,Washington Nationals,0,Jackson Kent,800600,L,7,520,4.4,0.6,0.94,,1.0,1.0,1.0,,,,7.3,1100,775,950,+1270,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,687401,Joey Ortiz,Milwaukee Brewers,San Diego Padres,0,Robbie Ray,592662,L,5,282,3.2,0.76,0.87,,0.99,0.98,1.18,,WIND 9 OUT,,7.2,1200,650,850,+1289,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,677587,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,9,456,3.9,0.76,0.97,,0.89,0.95,1.0,,,,7.2,,900,950,+1289,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823916,500743,Miguel Rojas,Los Angeles Dodgers,Kansas City Royals,1,Daniel Lynch IV,663738,L,3,185,3.2,0.78,1.03,,0.86,1.1,1.0,,,,7.2,,,,+1289,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,663616,Trevor Larnach,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,10,359,3.6,0.94,0.95,,0.86,0.99,0.86,,WIND 7 IN,,7.1,1300,,850,+1308,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,672275,Patrick Bailey,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,6,252,3.2,0.88,0.99,,0.89,0.95,1.0,,,,7.1,,,,+1308,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,665750,Leody Taveras,Baltimore Orioles,Minnesota Twins,0,Zebby Matthews,805673,R,6,363,3.5,0.7,0.97,,1.15,0.99,0.86,,WIND 7 IN,,7.0,850,,850,+1329,1,4,1,1,2026-08-13T05:31:35Z
2026-08-12,825047,687597,Jordan Beck,Colorado Rockies,Arizona Diamondbacks,0,Merrill Kelly,518876,R,1,107,3.2,0.76,0.83,,1.16,1.01,1.0,,ROOF,,7.0,,,,+1329,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,670770,TJ Friedl,Cincinnati Reds,Chicago White Sox,0,Luis Castillo,622491,R,3,237,3.5,0.68,0.88,,1.07,1.05,1.0,,,,7.0,,,,+1329,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,691458,Blaze Jordan,St. Louis Cardinals,Philadelphia Phillies,1,Zack Wheeler,554430,R,1,150,3.4,0.67,0.88,,1.02,0.94,1.22,,WIND 11 OUT,,6.9,,,,+1349,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,677588,José Tena,Washington Nationals,Chicago Cubs,1,David Peterson,656849,L,5,234,3.2,0.84,0.94,,0.92,1.0,1.0,,,,6.9,,,,+1349,1,2,1,1,2026-08-13T05:31:35Z
2026-08-12,823511,621493,Taylor Ward,Seattle Mariners,New York Yankees,0,Will Warren,701542,R,7,533,4.5,0.59,0.8,,1.0,1.08,1.0,,,,6.8,557,450,500,+1371,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,624428,Adam Frazier,Los Angeles Angels,Texas Rangers,1,Cal Quantrill,615698,R,1,102,3.2,0.77,0.89,,1.02,1.02,1.0,,,,6.8,,,,+1371,1,1,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,685133,Wade Meckler,Los Angeles Angels,Texas Rangers,1,Cal Quantrill,615698,R,3,196,3.2,0.75,0.91,,1.02,1.02,1.0,,,,6.8,960,725,750,+1371,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,668952,Ryan Kreidler,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,5,210,3.2,0.89,1.07,,0.86,0.99,0.86,,WIND 7 IN,,6.7,1200,,950,+1393,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,675961,Alika Williams,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,2,135,3.2,0.79,0.95,,0.94,1.0,1.0,,,,6.7,,,,+1393,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,622268,Donovan Walton,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,3,147,3.2,0.86,0.87,,0.94,1.0,1.0,,,,6.7,770,650,700,+1393,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,665804,Miguel Amaya,Chicago Cubs,Washington Nationals,0,Jackson Kent,800600,L,4,194,3.2,0.84,0.83,,1.0,1.0,1.0,,,,6.7,,,,+1393,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,7,474,4.2,0.64,0.97,,0.86,1.01,1.0,,,,6.7,600,600,575,+1393,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,672724,Oswald Peraza,Los Angeles Angels,Texas Rangers,1,Cal Quantrill,615698,R,7,310,3.2,0.84,0.8,,1.02,1.02,1.0,,,,6.7,,,,+1393,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823187,687551,Drew Gilbert,San Francisco Giants,Houston Astros,1,Bryan King,687911,L,5,284,3.2,0.75,0.89,,1.01,0.91,1.12,,WIND 6 OUT,,6.6,890,800,850,+1415,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,666023,Freddy Fermin,San Diego Padres,Milwaukee Brewers,1,Dustin May,669160,R,4,204,3.2,0.82,0.85,,0.86,0.98,1.18,,WIND 9 OUT,,6.6,860,1000,850,+1415,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,630105,Jake Cronenworth,San Diego Padres,Milwaukee Brewers,1,Dustin May,669160,R,3,261,3.8,0.65,0.9,,0.86,0.98,1.18,,WIND 9 OUT,,6.6,810,675,750,+1415,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,672640,Otto Lopez,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,9,503,4.3,0.7,0.91,,0.88,0.92,1.0,,,,6.6,920,850,850,+1415,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,807799,Masataka Yoshida,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,5,281,3.4,0.76,0.94,,0.91,1.01,1.0,,,,6.6,800,850,750,+1415,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,665926,Andrés Giménez,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,8,391,3.4,0.78,0.95,,0.86,1.01,1.0,,,,6.6,1180,1050,1100,+1415,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824883,805347,Jim Jarvis,Atlanta Braves,New York Mets,1,Zac Thornton,804267,L,1,109,3.3,0.75,0.93,,0.93,1.02,1.0,,,,6.6,,,,+1415,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,686668,Brenton Doyle,Chicago White Sox,Cincinnati Reds,1,Rhett Lowder,695076,R,2,146,3.2,0.77,0.88,,0.97,1.05,1.0,,,,6.6,,,,+1415,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,671976,Tristan Peters,Chicago White Sox,Cincinnati Reds,1,Rhett Lowder,695076,R,6,347,3.2,0.73,0.94,,0.97,1.05,1.0,,,,6.6,880,825,750,+1415,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,663604,Brandon Lockridge,Milwaukee Brewers,San Diego Padres,0,Robbie Ray,592662,L,0,102,3.2,0.66,0.88,,0.99,0.98,1.18,,WIND 9 OUT,,6.4,1040,1000,950,+1462,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,824883,620443,Luis Torrens,New York Mets,Atlanta Braves,0,Tyler Mahle,641816,R,4,216,3.2,0.8,0.8,,1.02,1.02,1.0,,,,6.4,,,850,+1462,1,3,1,1,2026-08-13T05:31:35Z
2026-08-12,824562,667472,Dane Myers,Cincinnati Reds,Chicago White Sox,0,Luis Castillo,622491,R,3,210,3.2,0.73,0.82,,1.07,1.05,1.0,,,,6.4,870,775,750,+1462,1,1,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,605170,Victor Caratini,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,7,324,3.6,0.82,0.97,,0.86,0.99,0.86,,WIND 7 IN,,6.3,1200,,950,+1487,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,693304,Nick Gonzales,Pittsburgh Pirates,Miami Marlins,0,Janson Junk,676083,R,6,474,4.1,0.59,0.92,,1.04,0.92,1.0,,,,6.3,1120,1000,950,+1487,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,682663,Agustín Ramírez,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,2,140,3.9,0.78,0.86,,0.88,0.92,1.0,,,,6.3,,,,+1487,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,665966,Carlos Narváez,Baltimore Orioles,Minnesota Twins,0,Zebby Matthews,805673,R,3,220,3.2,0.71,0.93,,1.15,0.99,0.86,,WIND 7 IN,,6.2,1100,,1100,+1513,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,650333,Luis Arraez,Philadelphia Phillies,St. Louis Cardinals,0,Kyle Leahy,681517,R,5,502,4.4,0.52,0.84,,0.94,0.94,1.22,,WIND 11 OUT,,6.2,,,1100,+1513,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,691026,Masyn Winn,St. Louis Cardinals,Philadelphia Phillies,1,Zack Wheeler,554430,R,4,455,4.0,0.51,0.88,,1.02,0.94,1.22,,WIND 11 OUT,,6.2,1200,,950,+1513,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,703607,Henry Bolte,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,5,282,3.7,0.76,0.8,,0.94,1.0,1.0,,,,6.2,730,650,625,+1513,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,595978,Austin Hedges,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,4,178,3.2,0.88,0.87,,0.89,0.95,1.0,,,,6.2,1100,900,950,+1513,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,690984,Petey Halpin,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,2,123,3.2,0.82,0.92,,0.89,0.95,1.0,,,,6.2,,,,+1513,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,664770,Nathan Lukes,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,6,308,3.6,0.78,0.85,,0.86,1.01,1.0,,,,6.2,970,,,+1513,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,655316,Andruw Monasterio,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,6,253,3.2,0.88,0.8,,0.91,1.01,1.0,,,,6.1,860,950,850,+1539,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823187,669397,Nick Allen,Houston Astros,San Francisco Giants,0,Adrian Houser,605288,R,1,120,3.2,0.73,0.8,,1.05,0.91,1.12,,WIND 6 OUT,,6.0,1620,1750,1500,+1567,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823916,669743,Alex Call,Los Angeles Dodgers,Kansas City Royals,1,Daniel Lynch IV,663738,L,1,150,3.2,0.67,0.98,,0.86,1.1,1.0,,,,5.9,,,,+1595,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823916,676439,Hunter Feduccia,Los Angeles Dodgers,Kansas City Royals,1,Daniel Lynch IV,663738,L,2,173,3.2,0.71,0.92,,0.86,1.1,1.0,,,,5.9,700,800,625,+1595,1,3,1,1,2026-08-13T05:31:35Z
2026-08-12,823994,623168,Tyler Heineman,Los Angeles Angels,Texas Rangers,1,Cal Quantrill,615698,R,1,141,3.2,0.68,0.87,,1.02,1.02,1.0,,,,5.9,1160,1000,950,+1595,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,666152,David Hamilton,Milwaukee Brewers,San Diego Padres,0,Robbie Ray,592662,L,3,288,3.2,0.61,0.86,,0.99,0.98,1.18,,WIND 9 OUT,,5.8,1000,900,950,+1624,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,650859,Luis Rengifo,San Diego Padres,Milwaukee Brewers,1,Dustin May,669160,R,3,304,3.8,0.59,0.85,,0.86,0.98,1.18,,WIND 9 OUT,,5.7,860,800,850,+1654,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,700337,Edgar Quero,Chicago White Sox,Cincinnati Reds,1,Rhett Lowder,695076,R,3,205,3.2,0.74,0.8,,0.97,1.05,1.0,,,,5.7,,,,+1654,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823263,823550,Sung-Mun Song,San Diego Padres,Milwaukee Brewers,1,Dustin May,669160,R,1,131,3.2,0.7,0.83,,0.86,0.98,1.18,,WIND 9 OUT,,5.6,,,,+1686,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,656716,Zach McKinstry,Detroit Tigers,Cleveland Guardians,1,Foster Griffin,656492,L,4,325,3.5,0.63,0.82,,1.09,0.95,1.0,,,,5.6,,800,950,+1686,1,2,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,669701,Josh Smith,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,2,174,3.3,0.71,0.92,,0.86,1.01,1.0,,,,5.6,,,,+1686,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,657136,Connor Wong,Boston Red Sox,Toronto Blue Jays,0,José Soriano,667755,R,3,184,3.2,0.78,0.8,,0.91,1.01,1.0,,,,5.5,,,,+1718,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,825047,687859,Troy Johnston,Colorado Rockies,Arizona Diamondbacks,0,Merrill Kelly,518876,R,3,363,3.6,0.53,0.8,,1.16,1.01,1.0,,ROOF,,5.4,,,,+1752,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822779,664702,Myles Straw,Toronto Blue Jays,Boston Red Sox,1,Ranger Suarez,624133,L,3,229,3.2,0.7,0.92,,0.86,1.01,1.0,,,,5.3,1120,1900,1100,+1787,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,678391,Jorbit Vivas,Washington Nationals,Chicago Cubs,1,David Peterson,656849,L,3,253,3.2,0.66,0.9,,0.92,1.0,1.0,,,,5.2,,,,+1823,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,687637,Dylan Beavers,Baltimore Orioles,Minnesota Twins,0,Zebby Matthews,805673,R,2,221,3.3,0.63,0.83,,1.15,0.99,0.86,,WIND 7 IN,,5.1,,,750,+1861,1,3,1,1,2026-08-13T05:31:35Z
2026-08-12,823833,663968,Jake Mangum,Pittsburgh Pirates,Miami Marlins,0,Janson Junk,676083,R,4,353,3.6,0.6,0.83,,1.04,0.92,1.0,,,,5.1,1540,1700,1300,+1861,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,688363,Graham Pauley,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,1,106,3.2,0.76,0.86,,0.88,0.92,1.0,,,,5.1,,,,+1861,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823511,660844,Leo Rivas,Seattle Mariners,New York Yankees,0,Will Warren,701542,R,0,127,3.2,0.61,0.8,,1.0,1.08,1.0,,,,5.1,,,,+1861,1,1,0,0,2026-08-13T05:31:35Z
2026-08-12,823511,645302,Victor Robles,Seattle Mariners,New York Yankees,0,Will Warren,701542,R,0,126,3.2,0.61,0.8,,1.0,1.08,1.0,,,,5.1,,,,+1861,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,807712,Luke Keaschall,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,6,442,3.9,0.62,0.94,,0.86,0.99,0.86,,WIND 7 IN,,5.0,1100,,950,+1900,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,643446,Jeff McNeil,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,4,360,3.4,0.59,0.89,,0.94,1.0,1.0,,,,5.0,,,,+1900,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,805300,Jakob Marsee,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,6,454,3.9,0.61,0.87,,0.88,0.92,1.0,,,,5.0,960,900,850,+1900,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,682668,Luisangel Acuña,Chicago White Sox,Cincinnati Reds,1,Rhett Lowder,695076,R,1,193,3.2,0.59,0.87,,0.97,1.05,1.0,,,,5.0,,,,+1900,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,670764,Taylor Walls,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,2,336,3.5,0.5,0.8,,1.12,1.0,1.0,,,,4.7,880,900,850,+2028,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,677870,Leo Jiménez,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,2,155,3.2,0.75,0.8,,0.88,0.92,1.0,,,,4.7,,,,+2028,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,669364,Xavier Edwards,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,6,502,4.2,0.57,0.8,,0.88,0.92,1.0,,,,4.6,1280,1650,1100,+2074,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,670032,Nicky Lopez,Texas Rangers,Los Angeles Angels,0,George Klassen,691946,R,1,204,3.2,0.58,0.8,,0.97,1.02,1.0,,,,4.4,1800,1800,1500,+2173,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,702222,Justin Crawford,Philadelphia Phillies,St. Louis Cardinals,0,Kyle Leahy,681517,R,2,355,3.2,0.48,0.8,,0.94,0.94,1.22,,WIND 11 OUT,,4.0,1300,,1300,+2400,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,691594,Javier Sanoja,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,4,321,3.2,0.64,0.8,,0.88,0.92,1.0,,,,4.0,1240,1000,1100,+2400,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,669707,Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,Janson Junk,676083,R,1,265,3.2,0.5,0.8,,1.04,0.92,1.0,,,,3.7,,,,+2603,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,683083,Nasim Nuñez,Washington Nationals,Chicago Cubs,1,David Peterson,656849,L,1,396,3.5,0.39,0.91,,0.92,1.0,1.0,,,,3.5,1240,1700,1100,+2757,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,680757,Steven Kwan,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,2,450,4.1,0.41,0.8,,0.89,0.95,1.0,,,,3.4,1740,1250,1500,+2841,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,802415,Chandler Simpson,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,0,450,4.0,0.31,0.8,,1.12,1.0,1.0,,,,3.3,,,,+2930,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,668885,Austin Martin,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,3,330,3.2,0.56,0.8,,0.86,0.99,0.86,,WIND 7 IN,,3.2,,,,+3025,0,0,0,0,2026-08-13T05:31:35Z
2026-08-13,823508,700250,Ben Rice,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,32,493,4.2,1.8,1.13,1.15,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.0895,32.5,650,,,+208,1,4,0,0,2026-08-14T05:31:36Z
