date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at,src,lock_lineup_n,lock_lineup_k,lock_f_lineup,lock_pk_pa,lock_exp_k,lock_p_over_3.5,lock_p_over_4.5,lock_p_over_5.5,lock_p_over_6.5,lock_p_over_7.5,lock_p_over_8.5,lock_cons_line,lock_p_over_cons,lock_fair_over,lock_fair_under,lock_best_side,lock_best_book,lock_best_line,lock_best_price,lock_best_edge,lock_odds_at,lock_built_at,started,k_actual,bf_actual,ip_actual,over_cons,best_result,lock_over_cons,lock_best_result,graded_at
2026-08-18,823749,690986,Kyle Harrison,Milwaukee Brewers,Seattle Mariners,1,L,114,384,19,93.3,38,156,18.8,20.46,19.22,0.2743,1.241,previous,9,0.2107,0.954,0.2624,4.92,0.726,0.5556,0.3816,0.2344,0.129,0.0637,6.5,113,-144,5.5,-162,126,5.5,-155,105,,,,"{""fd"":{""3.5"":[-1200,null],""4.5"":[-410,null],""5.5"":[-162,null],""6.5"":[126,null],""7.5"":[255,null],""8.5"":[520,null]},""mgm"":{""4.5"":[-295,null],""3.5"":[-650,null],""6.5"":[125,null],""7.5"":[230,null],""5.5"":[-150,null]},""czr"":{""9.5"":[750,null],""3.5"":[-1450,null],""4.5"":[-400,null],""5.5"":[-170,null],""6.5"":[115,null],""7.5"":[215,null],""8.5"":[400,null]},""dk"":{""3.5"":[-1060,null],""4.5"":[-406,null],""5.5"":[-181,null],""6.5"":[113,null],""7.5"":[230,null],""8.5"":[456,null],""9.5"":[910,null],""10.5"":[1680,null]}}",5.5,0.3816,+162,-162,under,dk,6.5,-144,0.2086,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2018,0.913,0.252,4.72,0.6972,0.5199,0.3465,0.206,0.1095,0.0522,5.5,0.3465,+189,-189,under,dk,6.5,-144,0.237,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,8,18,5.0,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,822859,800600,Jackson Kent,Washington Nationals,Texas Rangers,0,L,6,19,1,4.0,0,0,19.0,21.17,19.54,0.2292,1.037,previous,9,0.2363,1.069,0.2449,4.84,0.713,0.5393,0.3656,0.2217,0.1204,0.0587,4.5,118,-151,4.5,142,-184,3.5,-165,115,,,,"{""fd"":{""2.5"":[-480,null],""3.5"":[-184,null],""4.5"":[142,null],""5.5"":[285,null],""6.5"":[600,null]},""czr"":{""2.5"":[-590,null],""3.5"":[-190,null],""4.5"":[118,null],""5.5"":[260,null],""6.5"":[550,null],""7.5"":[1200,null]},""dk"":{""1.5"":[-1660,null],""2.5"":[-456,null],""3.5"":[-184,null],""4.5"":[121,null],""5.5"":[257,null],""6.5"":[539,null],""7.5"":[1100,null]},""mgm"":{""3.5"":[-160,null],""5.5"":[275,null],""4.5"":[135,null],""2.5"":[-400,null],""6.5"":[525,null]}}",4.5,0.5393,-117,+117,over,fd,4.5,142,0.1498,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,8,0.2367,1.071,0.2453,4.85,0.7141,0.5406,0.3669,0.2227,0.1211,0.0592,4.5,0.5406,-118,+118,over,fd,4.5,142,0.1512,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,3,22,3.7,0,L,0,L,2026-08-19T05:29:03Z
2026-08-18,822859,615698,Cal Quantrill,Texas Rangers,Washington Nationals,1,R,49,298,8,70.7,85,513,22.2,20.15,21.69,0.1712,0.775,previous,9,0.2039,0.923,0.1572,3.42,0.4488,0.2663,0.1384,0.0635,0.026,0.0095,3.5,-116,-109,3.5,-115,-111,3.5,-105,-140,,,,"{""fd"":{""2.5"":[-350,null],""3.5"":[-115,null],""4.5"":[200,null],""5.5"":[450,null]},""czr"":{""2.5"":[-325,null],""3.5"":[-121,null],""4.5"":[189,null],""5.5"":[400,null],""6.5"":[1000,null]},""dk"":{""1.5"":[-1000,null],""2.5"":[-301,null],""3.5"":[-117,null],""4.5"":[197,null],""5.5"":[434,null],""6.5"":[1000,null]},""mgm"":{""2.5"":[-235,null],""5.5"":[425,null],""4.5"":[210,null],""6.5"":[825,null],""3.5"":[100,null]}}",3.5,0.4488,+123,-123,under,dk,3.5,-109,0.0586,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2148,0.972,0.1661,3.61,0.4898,0.3027,0.1643,0.0789,0.0337,0.013,3.5,0.4898,+104,-104,over,mgm,3.5,-105,0.0223,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,5,25,7.0,1,L,1,W,2026-08-19T05:29:03Z
2026-08-18,824639,592332,Kevin Gausman,Chicago Cubs,Chicago White Sox,1,R,138,588,25,139.0,189,775,23.6,23.51,23.58,0.2358,1.067,previous,9,0.2301,1.041,0.2454,5.83,0.829,0.6942,0.5338,0.374,0.238,0.1377,6.5,112,-143,6.5,106,-136,5.5,-155,105,,,,"{""fd"":{""3.5"":[-2000,null],""4.5"":[-530,null],""5.5"":[-225,null],""6.5"":[106,null],""7.5"":[200,null],""8.5"":[420,null]},""dk"":{""3.5"":[-1060,null],""4.5"":[-403,null],""5.5"":[-179,null],""6.5"":[112,null],""7.5"":[224,null],""8.5"":[452,null],""9.5"":[870,null],""10.5"":[1680,null]},""czr"":{""9.5"":[700,null],""3.5"":[-1450,null],""4.5"":[-440,null],""5.5"":[-179,null],""6.5"":[107,null],""7.5"":[200,null],""8.5"":[375,null]},""mgm"":{""4.5"":[-325,null],""6.5"":[120,null],""5.5"":[-155,null],""7.5"":[210,null],""3.5"":[-650,null]}}",6.5,0.374,+167,-167,under,fd,6.5,-136,0.0832,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2295,1.039,0.2447,5.81,0.8275,0.6921,0.5313,0.3715,0.236,0.1362,6.5,0.3715,+169,-169,under,fd,6.5,-136,0.0857,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,5,21,4.3,0,W,0,W,2026-08-19T05:29:03Z
2026-08-18,824154,691946,George Klassen,Los Angeles Angels,Houston Astros,0,R,14,76,4,14.7,0,0,19.0,20.24,19.31,0.2109,0.954,previous,9,0.1926,0.872,0.1835,3.44,0.4564,0.272,0.1414,0.0647,0.0262,0.0095,4.5,116,-148,4.5,120,-154,4.5,115,-165,,,,"{""fd"":{""2.5"":[-650,null],""3.5"":[-215,null],""4.5"":[120,null],""5.5"":[240,null],""6.5"":[520,null]},""mgm"":{""6.5"":[425,null],""2.5"":[-450,null],""5.5"":[230,null],""3.5"":[-185,null],""4.5"":[115,null]},""czr"":{""2.5"":[-750,null],""3.5"":[-205,null],""4.5"":[106,null],""5.5"":[230,null],""6.5"":[475,null],""7.5"":[1000,null]},""dk"":{""1.5"":[-1980,null],""2.5"":[-515,null],""3.5"":[-199,null],""4.5"":[116,null],""5.5"":[250,null],""6.5"":[523,null],""7.5"":[1100,null]}}",4.5,0.272,+268,-268,under,dk,4.5,-148,0.1649,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2042,0.924,0.1947,3.65,0.5011,0.3121,0.1702,0.0818,0.0349,0.0133,4.5,0.3121,+220,-220,under,dk,4.5,-148,0.1247,2026-08-18T15:30:56Z,2026-08-18T21:15:37Z,1,7,25,7.0,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,824154,664299,Cristian Javier,Houston Astros,Los Angeles Angels,1,R,25,149,6,32.3,34,157,18.2,19.59,18.55,0.1972,0.892,previous,9,0.2518,1.14,0.2256,4.23,0.6146,0.4257,0.2609,0.1417,0.0685,0.0297,4.5,-127,100,4.5,-113,-113,4.5,-145,100,,,,"{""fd"":{""2.5"":[-950,null],""3.5"":[-295,null],""4.5"":[-113,null],""5.5"":[190,null],""6.5"":[420,null]},""mgm"":{""5.5"":[135,null],""6.5"":[260,null],""3.5"":[-295,null],""2.5"":[-750,null],""4.5"":[-140,null]},""czr"":{""2.5"":[-1450,null],""3.5"":[-335,null],""4.5"":[-130,null],""5.5"":[157,null],""6.5"":[325,null],""7.5"":[625,null],""8.5"":[1300,null]},""dk"":{""2.5"":[-850,null],""3.5"":[-294,null],""4.5"":[-127,null],""5.5"":[172,null],""6.5"":[369,null],""7.5"":[790,null],""8.5"":[1600,null]}}",4.5,0.4257,+135,-135,under,mgm,4.5,100,0.1164,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2187,0.99,0.1951,3.66,0.5027,0.3136,0.1713,0.0825,0.0352,0.0135,4.5,0.3136,+219,-219,under,mgm,4.5,100,0.2284,2026-08-18T15:30:56Z,2026-08-18T20:17:05Z,1,5,18,4.0,1,L,1,L,2026-08-19T05:29:03Z
2026-08-18,824319,641778,Eric Lauer,Los Angeles Dodgers,Colorado Rockies,0,L,63,416,16,98.3,102,426,23.4,22.09,23.07,0.1781,0.806,previous,9,0.2174,0.984,0.175,3.98,0.5635,0.3734,0.2188,0.114,0.053,0.0222,3.5,-125,-102,3.5,-122,-104,3.5,-140,-105,,,,"{""fd"":{""2.5"":[-370,null],""3.5"":[-122,null],""4.5"":[190,null],""5.5"":[430,null]},""czr"":{""2.5"":[-400,null],""3.5"":[-136,null],""4.5"":[170,null],""5.5"":[360,null],""6.5"":[800,null]},""dk"":{""1.5"":[-1260,null],""2.5"":[-339,null],""3.5"":[-124,null],""4.5"":[190,null],""5.5"":[431,null],""6.5"":[940,null]},""mgm"":{""6.5"":[550,null],""3.5"":[-125,null],""2.5"":[-295,null],""5.5"":[320,null],""4.5"":[165,null]}}",3.5,0.5635,-129,+129,over,fd,3.5,-122,0.0448,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,8,0.2249,1.018,0.1814,4.13,0.5912,0.4016,0.2419,0.1297,0.0622,0.0268,3.5,0.5912,-145,+145,over,fd,3.5,-122,0.0724,2026-08-18T15:30:56Z,2026-08-18T21:15:37Z,1,6,22,5.0,1,W,1,W,2026-08-19T05:29:03Z
2026-08-18,824319,663372,Ryan Feltner,Colorado Rockies,Los Angeles Dodgers,1,R,61,382,18,87.0,25,135,23.0,21.84,22.71,0.1758,0.796,previous,9,0.2059,0.932,0.1632,3.71,0.5097,0.3213,0.1784,0.0878,0.0386,0.0152,3.5,109,-139,3.5,112,-142,3.5,-105,-140,,,,"{""fd"":{""2.5"":[-265,null],""3.5"":[112,null],""4.5"":[255,null],""5.5"":[560,null]},""czr"":{""1.5"":[-1200,null],""2.5"":[-250,null],""3.5"":[108,null],""4.5"":[235,null],""5.5"":[550,null],""6.5"":[1300,null]},""dk"":{""1.5"":[-730,null],""2.5"":[-228,null],""3.5"":[111,null],""4.5"":[260,null],""5.5"":[600,null],""6.5"":[1400,null]},""mgm"":{""6.5"":[700,null],""4.5"":[210,null],""2.5"":[-225,null],""5.5"":[400,null],""3.5"":[105,null]}}",3.5,0.5097,-104,+104,over,fd,3.5,112,0.064,2026-08-18T15:30:56Z,2026-08-18T15:30:56Z,morning,9,0.2059,0.932,0.1632,3.71,0.5097,0.3213,0.1784,0.0878,0.0386,0.0152,3.5,0.5097,-104,+104,over,fd,3.5,112,0.0641,2026-08-18T15:30:56Z,2026-08-18T21:45:28Z,1,3,26,5.0,0,L,0,L,2026-08-19T05:29:03Z
2026-08-18,824075,669620,Brady Basso,Athletics,Kansas City Royals,0,L,18,91,1,20.7,8,56,10.0,18.92,12.23,0.202,0.914,confirmed,9,0.2018,0.913,0.1841,2.19,0.1879,0.0779,0.0276,0.0085,0.0023,0.0006,,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T21:01:15Z,lock-only,9,0.2018,0.913,0.1841,2.19,0.1879,0.0779,0.0276,0.0085,0.0023,0.0006,,,,,,,,,,,2026-08-18T21:01:15Z,1,1,9,2.3,,,,,2026-08-19T05:29:03Z
2026-08-18,824075,663738,Daniel Lynch IV,Kansas City Royals,Athletics,1,L,40,203,2,50.0,45,289,10.0,17.14,11.79,0.1898,0.859,confirmed,9,0.2183,0.988,0.1874,2.23,0.1958,0.0825,0.0297,0.0093,0.0026,0.0006,,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T21:01:15Z,lock-only,9,0.2183,0.988,0.1874,2.23,0.1958,0.0825,0.0297,0.0093,0.0026,0.0006,,,,,,,,,,,2026-08-18T21:01:15Z,1,1,15,4.0,,,,,2026-08-19T05:29:03Z
2026-08-18,824639,663542,Bryan Hudson,Chicago White Sox,Chicago Cubs,0,L,50,219,6,51.7,19,75,4.0,9.97,5.49,0.229,1.036,confirmed,9,0.2173,0.983,0.2253,1.19,0.0451,0.0128,0.0031,0.0007,0.0001,0.0,,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T21:01:15Z,lock-only,9,0.2173,0.983,0.2253,1.19,0.0451,0.0128,0.0031,0.0007,0.0001,0.0,,,,,,,,,,,2026-08-18T21:01:15Z,1,1,5,1.0,,,,,2026-08-19T05:29:03Z
